"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.statement1a","Input.statement1b","Input.statement2a","Input.statement2b","Input.statement3a","Input.statement3b","Input.statement4a","Input.statement4b","Input.statement5a","Input.statement5b","Answer.Q1","Answer.Q2","Answer.Q3","Answer.Q4","Answer.Q5","Answer.comment1","Answer.comment2","Answer.comment3","Answer.comment4","Answer.comment5","Approve","Reject"
"301KG0KX9CZT4H8O1507OXZSOOQH2J","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:19 GMT 2014","1","BatchId:1770967;","1800","172800","Fri Dec 26 15:20:19 GMT 2014","","","3ERMJ6L4DZ6O4G4YOG2G0DJFHJ1M7S","AJPQEZBVJXVE9","Approved","Fri Dec 19 16:47:41 GMT 2014","Fri Dec 19 17:08:19 GMT 2014","Sun Dec 21 17:08:19 GMT 2014","2014/12/21 17:13:06 +0000","","","1238","100% (76/76)","100% (76/76)","0% (0/0)","And what were the difficulties that you faced until reaching the membership of the Advisory Council?","And the leader of the difficulties that were exposed even reached the membership of the Shura Council.","Because terminal 1 had no gap.","Terminal 1 and the positive terminal are separated by the gap","because it blocks the charge of the circuit.","there is an incomplete circuit","It stops the flow of electricity.","there is an open path","bulb a and c are on a different path with the battery","A and C are not in the same path with the battery","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(3) Roughly equivalent, but some important information differs/missing.","(0) On different topics.","(5) Completely equivalent, as they mean the same thing.","","","","",""
"302U8RURJZFUB4S1SDFVVMTZ7YTNV7","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:27 GMT 2014","1","BatchId:1770967;","1800","172800","Fri Dec 26 15:20:27 GMT 2014","","","3EJPLAJKENU5ZNPCKVNI21FS1C2Z6Q","AV3CA0IYNRCCJ","Approved","Fri Dec 19 17:25:22 GMT 2014","Fri Dec 19 17:27:10 GMT 2014","Sun Dec 21 17:27:10 GMT 2014","2014/12/21 17:28:09 +0000","","","108","100% (99/99)","100% (99/99)","100% (34/34)","the battery connects with bulb a and b","bulbs A and B are still in closed paths with the battery","the red x means that the circuit is not safe.","there is a short circuit","Because their is a gap between A and C now.","there is an incomplete circuit","terminal 1 and terminal 4 are the same","Terminals 1 and 4 are connected and in the same electrical state","an agent manipulates an instrument in order to achieve a purpose.","put into service; make work or employ for a particular purpose or for its inherent or natural purpose;","(5) Completely equivalent, as they mean the same thing.","(1) Not equivalent, but are on the same topic.","(3) Roughly equivalent, but some important information differs/missing.","(3) Roughly equivalent, but some important information differs/missing.","(2) Not equivalent, but share some details.","","","","",""
"30EMX9PEVKXDB6QU15IAS7SOEZUKSU","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:18 GMT 2014","1","BatchId:1770967;","1800","172800","Fri Dec 26 15:20:18 GMT 2014","","","35BLDD71I7BQED4DL3VQETVRI5SZVG","A1F8RKCA3O05CP","Approved","Fri Dec 19 17:18:36 GMT 2014","Fri Dec 19 17:30:57 GMT 2014","Sun Dec 21 17:30:57 GMT 2014","2014/12/21 17:33:08 +0000","","","741","100% (93/93)","100% (93/93)","100% (4/4)","these words refer to parts merging to form a whole. (the parts may also be encoded as part_1 and part_2.) there is a symmetrical relationship between the components that undergo the process, and afterwards the parts are consumed and are no longer distinct entities that are easily discernable or separable in the whole.","a collection of things that have been combined; an assemblage of separate parts or qualities","If Z is closed, A is still part of a complete circut.","Bulb A is still in a closed path with the battery","it allows you to measure electrical states between terminals","Measuring voltage indicates the place where the electrical state changes due to a gap.","it is not in a closed path","The battery in 2 is not in a closed path","the voltage is nearest the burnt out bulb","Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.","(3) Roughly equivalent, but some important information differs/missing.","(3) Roughly equivalent, but some important information differs/missing.","(4) Mostly equivalent, but some unimportant details differ.","(4) Mostly equivalent, but some unimportant details differ.","(2) Not equivalent, but share some details.","","","","",""
"30OITAWPBQH441TNMEFMYK76UU0H9B","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:24 GMT 2014","1","BatchId:1770967;","1800","172800","Fri Dec 26 15:20:24 GMT 2014","","","39U1BHVTDM5AGSTVV1029A2R6PM3TG","AIQB7XXL5K2FR","Approved","Fri Dec 19 18:36:25 GMT 2014","Fri Dec 19 18:54:30 GMT 2014","Sun Dec 21 18:54:30 GMT 2014","2014/12/21 18:58:10 +0000","","","1085","100% (70/70)","100% (70/70)","0% (0/0)","The battery terminals have different electrical states.","A battery uses a chemical reaction to maintain different electrical states at the terminals","Putin Declares Victory in Russia Presidential Vote","Complaints in Russian election mount","There was no gap between terminal 6 and the positive terminal.","There is no gap between terminal 6 and the positive terminal","Not contained in a closed path","Bulb C was not in a closed path","switch y is not in the path to the battery","Bulb A is still in a closed path with the battery","(3) Roughly equivalent, but some important information differs/missing.","(1) Not equivalent, but are on the same topic.","(5) Completely equivalent, as they mean the same thing.","(Select the degree of similarity for the two sentences above)","(1) Not equivalent, but are on the same topic.","","","","",""
"30QQTY5GMKY5V4BE7GO1335QTCF7UR","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:24 GMT 2014","1","BatchId:1770967;","1800","172800","Fri Dec 26 15:20:24 GMT 2014","","","3JPSL1DZ5TDC50NW7KT0NJA5NHINAL","A10GZ0SWBZIRBK","Approved","Fri Dec 19 17:12:50 GMT 2014","Fri Dec 19 17:13:42 GMT 2014","Sun Dec 21 17:13:42 GMT 2014","2014/12/21 17:18:06 +0000","","","52","100% (100/100)","100% (100/100)","0% (0/0)","terminal 6 is directly connected to the positive terminal.","Terminal 6 and the positive terminal are connected","Bulbs A, B and C are on different paths","A and C are in different paths","incite action, cause an event","serve as the inciting cause of.","if bulb c burns out a and b will both create circuts with the battery","bulbs A and B are still in closed paths with the battery","the is an open path","the battery is in an open path","(5) Completely equivalent, as they mean the same thing.","(3) Roughly equivalent, but some important information differs/missing.","(5) Completely equivalent, as they mean the same thing.","(3) Roughly equivalent, but some important information differs/missing.","(0) On different topics.","","","","",""
"30U1YOGZGAA5X0KK9OWNOUXYUQWSDO","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:25 GMT 2014","1","BatchId:1770967;","1800","172800","Fri Dec 26 15:20:25 GMT 2014","","","34MAJL3QP51QZ7E5G0ZU12QZQQW34B","A3V5IIPZ95YVKH","Approved","Fri Dec 19 17:14:14 GMT 2014","Fri Dec 19 17:16:22 GMT 2014","Sun Dec 21 17:16:22 GMT 2014","2014/12/21 17:18:08 +0000","","","128","100% (100/100)","100% (100/100)","0% (0/0)","complete path including a battery and a bulb","there is a closed path containing both the bulb and a battery","the path has a gap, so the circuit is incomplete","Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap","palestine 's president , mahmoud abbas , promised to set more free and also confirmed that this would only be the start of it .","mahmud abbas , the palestinian leader , promised to release an additional number asserting that this will be the outset .","Because it buld A was in a closed path with a battery.","Bulb A is still contained in a closed path with the battery.","the path has to be closed","If a bulb and a switch are in the same path the switch affects the bulb","(4) Mostly equivalent, but some unimportant details differ.","(2) Not equivalent, but share some details.","(4) Mostly equivalent, but some unimportant details differ.","(4) Mostly equivalent, but some unimportant details differ.","(1) Not equivalent, but are on the same topic.","none","none","none","none","none"
"30UZJB2POHQ696KC43D3IA1UPT0532","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:25 GMT 2014","1","BatchId:1770967;","1800","172800","Fri Dec 26 15:20:25 GMT 2014","","","3MMN5BL1W0I63X3BM4ZQNW7ZCHGM3O","A2WNW8A4MOR7T7","Approved","Fri Dec 19 17:06:07 GMT 2014","Fri Dec 19 17:08:56 GMT 2014","Sun Dec 21 17:08:56 GMT 2014","2014/12/21 17:13:06 +0000","","","169","100% (100/100)","100% (100/100)","0% (0/0)","because of the chemical in the battery","A battery uses a chemical reaction to maintain different electrical states at the terminals","bulb A is not in the same pathway as bulbs B and C.","each bulb is in its own path","has to do something with a gap","Terminal 2 and the positive terminal are separated by the gap","Because the path connecting the bulbs will be damaged","there is a gap in a circuit","These two factors lead to corruption.","These two factors lead to corruption.","(3) Roughly equivalent, but some important information differs/missing.","(3) Roughly equivalent, but some important information differs/missing.","(3) Roughly equivalent, but some important information differs/missing.","(4) Mostly equivalent, but some unimportant details differ.","(5) Completely equivalent, as they mean the same thing.","","","","",""
"30Z7M1Q8UYYPG92ZBGZGH2PRXTTA85","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:24 GMT 2014","1","BatchId:1770967;","1800","172800","Fri Dec 26 15:20:24 GMT 2014","","","3P1L2B7AD23BJ4EC5QI3BMQL73NLOH","A2WNW8A4MOR7T7","Approved","Fri Dec 19 17:15:22 GMT 2014","Fri Dec 19 17:16:30 GMT 2014","Sun Dec 21 17:16:30 GMT 2014","2014/12/21 17:18:08 +0000","","","68","100% (100/100)","100% (100/100)","0% (0/0)","a bulb causes a difference in electrical state","A non-zero voltage means that the terminals are not connected.","The battery must be connected to the bulb","there is a complete circuit","Gazans fire 2 rockets into Israel; no injuries","Gazans fire 89 rockets; cabinet approves reserve call-up","where the switch is in path determines whether it affects the bulb","If a bulb and a switch are in the same path the switch affects the bulb","When a switch is open the circuit is no longer complete","there is an incomplete circuit","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(3) Roughly equivalent, but some important information differs/missing.","(4) Mostly equivalent, but some unimportant details differ.","(3) Roughly equivalent, but some important information differs/missing.","","","","",""
"30ZKOOGW2WK759IECVQ12S2JJNNA1L","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:18 GMT 2014","1","BatchId:1770967;","1800","172800","Fri Dec 26 15:20:18 GMT 2014","","","3BXQMRHWK0CQ2RGU1OVRA5XZPUZUM3","A1NM7ZPZ3NH412","Approved","Fri Dec 19 16:55:06 GMT 2014","Fri Dec 19 16:55:45 GMT 2014","Sun Dec 21 16:55:45 GMT 2014","2014/12/21 16:58:09 +0000","","","39","100% (100/100)","100% (100/100)","0% (0/0)","Agribusiness: Mad cow disease found in California","USDA Confirms Case of Mad Cow Disease in California","B and C were still contained in a closed circuit with the battery","Bulb B and Bulb C were still contained in the same closed path with the battery.","It will help find where the gap in the circuit is.","Measuring voltage indicates whether two terminals are separated by a gap.","if bulb a burns out if affects bulbs b and c.","A and C are in the same closed path","the bulb is not contained within the path","The battery is contained in a path which does not contain any other components","(4) Mostly equivalent, but some unimportant details differ.","(5) Completely equivalent, as they mean the same thing.","(3) Roughly equivalent, but some important information differs/missing.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","","","","",""
"311HQEI8RSUMH35OD3N9KVK5VUU7ZG","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:28 GMT 2014","1","BatchId:1770967;","1800","172800","Fri Dec 26 15:20:28 GMT 2014","","","337RC3OW06G69ON9624H6EKT3WLLVK","A1EGJ0KJG2QFB4","Approved","Fri Dec 19 17:25:06 GMT 2014","Fri Dec 19 17:27:02 GMT 2014","Sun Dec 21 17:27:02 GMT 2014","2014/12/21 17:28:09 +0000","","","116","100% (82/82)","100% (82/82)","0% (0/0)","the closed path still existed for bulb A even though switch Y was open","Bulb A is still contained in a closed path with the battery.","positive is seperated from negative!","Terminal 3 and the positive terminal are not connected","Because it is not in the same path.","There is a path containing A","there was a gap between the positive battery terminal and terminal 2.","Terminals 1 and 2 are in the same electrical state","the termination, ending of a meeting","the termination of a meeting.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(5) Completely equivalent, as they mean the same thing.","","","","",""
"31ANT7FQN8GL3ERBJO25M4248YHH5K","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:21 GMT 2014","1","BatchId:1770967;","1800","172800","Fri Dec 26 15:20:21 GMT 2014","","","3UWN2HHPUZJG5W9QOKFR8J4B9NPNSH","A1NM7ZPZ3NH412","Approved","Fri Dec 19 16:54:36 GMT 2014","Fri Dec 19 16:55:05 GMT 2014","Sun Dec 21 16:55:05 GMT 2014","2014/12/21 16:58:08 +0000","","","29","100% (100/100)","100% (100/100)","0% (0/0)","it was contained within a closed path","Bulb A was still contained in the same closed path with the battery.","a terminal is connected to differenet states","there is no gap between the terminals","because terminal one and the positive battery terminal are on a closed path","terminal 1 is connected to the negative battery terminal","Fish are swimming.","A fish is swimming.","it creates a gap in the circuit","a damaged bulb creates a gap","(2) Not equivalent, but share some details.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(5) Completely equivalent, as they mean the same thing.","(3) Roughly equivalent, but some important information differs/missing.","","","","",""
"31D0ZWOD0AD7YKXWGCM1ONJ9EVH0A8","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:30 GMT 2014","1","BatchId:1770967;","1800","172800","Fri Dec 26 15:20:30 GMT 2014","","","3QJOXOW4XK59DVJ8BOGM6NBW369EMA","A3G7NL91BRY9JL","Approved","Fri Dec 19 17:38:36 GMT 2014","Fri Dec 19 17:39:33 GMT 2014","Sun Dec 21 17:39:33 GMT 2014","2014/12/21 17:43:07 +0000","","","57","100% (73/73)","100% (73/73)","0% (0/0)","Switch Z is in the same path as bulb A","Bulb A is still contained in a closed path with the battery and switch Z.","bulb b and c are on a closed path to the battery","If bulb A burns out, bulbs B and C are still in a closed path","not contained inthe same path","If C burns out, then A and B are still in a closed path.","there are still complete paths to the battery for B and C","bulbs B and C are still in closed paths with the battery","But the decrease has not dominated the market as a whole.","but the decline did not dominate the marketplace in general .","(3) Roughly equivalent, but some important information differs/missing.","(3) Roughly equivalent, but some important information differs/missing.","(1) Not equivalent, but are on the same topic.","(5) Completely equivalent, as they mean the same thing.","(5) Completely equivalent, as they mean the same thing.","","","","",""
