"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.statement1a","Input.statement1b","Input.statement2a","Input.statement2b","Input.statement3a","Input.statement3b","Input.statement4a","Input.statement4b","Input.statement5a","Input.statement5b","Answer.Q1","Answer.Q2","Answer.Q3","Answer.Q4","Answer.Q5","Answer.comment1","Answer.comment2","Answer.comment3","Answer.comment4","Answer.comment5","Approve","Reject"
"3B623HUYJ44TG5OTSGL722JXJTA8SX","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Dec 03 10:43:25 GMT 2014","2","BatchId:1755042;","1800","172800","Wed Dec 10 10:43:25 GMT 2014","","","3CP1TO84PUFJA8MMQ54ZNKRLJJH52I","A37WXDYYT7RCZ0","Approved","Wed Dec 03 23:58:45 GMT 2014","Wed Dec 03 23:59:59 GMT 2014","Fri Dec 05 23:59:59 GMT 2014","2014/12/06 00:03:08 +0000","","","74","100% (80/80)","100% (3/3)","0% (0/0)","A switch will affect a bulb it the bulb and the switch are in the path as the battery","When the switch and the bulb are contained in the same path","The switch determines whether the path is open or closed.","If a bulb and a switch are in the same path the switch affects the bulb","because there is a gap","Terminal 1 and the positive terminal are separated by the gap","not contained insa me path","A and B have their own path","a rank or position relative to others","take or have a position relative to others.","(2) Not equivalent, but share some details.","(1) Not equivalent, but are on the same topic.","(0) On different topics.","(0) On different topics.","(3) Roughly equivalent, but some important information differs/missing.","","","","",""
"3B623HUYJ44TG5OTSGL722JXJTA8SX","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Dec 03 10:43:25 GMT 2014","2","BatchId:1755042;","1800","172800","Wed Dec 10 10:43:25 GMT 2014","","","3TYCR1GOTDXNI8SJ7ZTKRKXPQIGZL8","A17UXYM7D324MI","Approved","Thu Dec 04 00:14:48 GMT 2014","Thu Dec 04 00:17:45 GMT 2014","Sat Dec 06 00:17:45 GMT 2014","2014/12/06 00:18:08 +0000","","","177","100% (88/88)","100% (56/56)","0% (0/0)","A switch will affect a bulb it the bulb and the switch are in the path as the battery","When the switch and the bulb are contained in the same path","The switch determines whether the path is open or closed.","If a bulb and a switch are in the same path the switch affects the bulb","because there is a gap","Terminal 1 and the positive terminal are separated by the gap","not contained insa me path","A and B have their own path","a rank or position relative to others","take or have a position relative to others.","(3) Roughly equivalent, but some important information differs/missing.","(0) On different topics.","(2) Not equivalent, but share some details.","(0) On different topics.","(4) Mostly equivalent, but some unimportant details differ.","","","","",""
"33J5JKFMK6CV2S3AOV16GLWLLJX3QB","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Dec 03 10:43:25 GMT 2014","2","BatchId:1755042;","1800","172800","Wed Dec 10 10:43:25 GMT 2014","","","3DYGAII7PMM4V16QCV3EH8U5QPGPQM","A3V5IIPZ95YVKH","Approved","Wed Dec 03 19:35:24 GMT 2014","Wed Dec 03 19:37:26 GMT 2014","Fri Dec 05 19:37:26 GMT 2014","2014/12/05 19:38:08 +0000","","","122","100% (100/100)","100% (60/60)","0% (0/0)","""The electrical state at the terminal matches the battery""""s electrical state""","terminal 1 is connected to the negative battery terminal","When one bulb goes out it creates a gap on the path.","each bulb is in its own path","there is a gap between the postive terminal 6","There is no gap between terminal 6 and the positive terminal","it was copntained ina closed circuit","Bulb A is still contained in a closed path with the battery.","these words refer to parts merging to form a whole. (the parts may also be encoded as part_1 and part_2.) there is a symmetrical relationship between the components that undergo the process, and afterwards the parts are consumed and are no longer distinct entities that are easily discernable or separable in the whole.","a collection of things that have been combined; an assemblage of separate parts or qualities","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(2) Not equivalent, but share some details.","(3) Roughly equivalent, but some important information differs/missing.","None","None","None","None","None"
"33J5JKFMK6CV2S3AOV16GLWLLJX3QB","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Dec 03 10:43:25 GMT 2014","2","BatchId:1755042;","1800","172800","Wed Dec 10 10:43:25 GMT 2014","","","3TY7ZAOG5GYFWH4BI54R6LHOJBDK0J","A2WNW8A4MOR7T7","Approved","Wed Dec 03 19:56:22 GMT 2014","Wed Dec 03 19:58:07 GMT 2014","Fri Dec 05 19:58:07 GMT 2014","2014/12/05 20:03:07 +0000","","","105","100% (100/100)","100% (33/33)","0% (0/0)","""The electrical state at the terminal matches the battery""""s electrical state""","terminal 1 is connected to the negative battery terminal","When one bulb goes out it creates a gap on the path.","each bulb is in its own path","there is a gap between the postive terminal 6","There is no gap between terminal 6 and the positive terminal","it was copntained ina closed circuit","Bulb A is still contained in a closed path with the battery.","these words refer to parts merging to form a whole. (the parts may also be encoded as part_1 and part_2.) there is a symmetrical relationship between the components that undergo the process, and afterwards the parts are consumed and are no longer distinct entities that are easily discernable or separable in the whole.","a collection of things that have been combined; an assemblage of separate parts or qualities","(2) Not equivalent, but share some details.","(3) Roughly equivalent, but some important information differs/missing.","(3) Roughly equivalent, but some important information differs/missing.","(4) Mostly equivalent, but some unimportant details differ.","(2) Not equivalent, but share some details.","","","","",""
"3DIIW4IV8P933QYVB11GHOX589BI47","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Dec 03 10:43:25 GMT 2014","2","BatchId:1755042;","1800","172800","Wed Dec 10 10:43:25 GMT 2014","","","3OVR4I9USQXI68K7EBBQEAJAZT14QR","A17UXYM7D324MI","Approved","Thu Dec 04 00:06:21 GMT 2014","Thu Dec 04 00:07:03 GMT 2014","Sat Dec 06 00:07:03 GMT 2014","2014/12/06 00:08:07 +0000","","","42","100% (88/88)","100% (56/56)","0% (0/0)","an agent manipulates an instrument in order to achieve a purpose.","put into service; make work or employ for a particular purpose or for its inherent or natural purpose;","because there is a gap in bulb b","Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap","because bulb a is contained within the same closed path as the battery","Bulb A was still contained in the same closed path with the battery.","Burnt bulbs have no voltage at one of there terminals.","A non-zero voltage means that the terminals are not connected.","the closed path is connected to the light bulb","Bulb A was still contained in the same closed path with the battery.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(5) Completely equivalent, as they mean the same thing.","(0) On different topics.","(3) Roughly equivalent, but some important information differs/missing.","","","","",""
"3DIIW4IV8P933QYVB11GHOX589BI47","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Dec 03 10:43:25 GMT 2014","2","BatchId:1755042;","1800","172800","Wed Dec 10 10:43:25 GMT 2014","","","3PWWM24LHTC2XQ5OO3B2Z41CL9H82M","A2WNW8A4MOR7T7","Approved","Wed Dec 03 23:22:50 GMT 2014","Wed Dec 03 23:25:09 GMT 2014","Fri Dec 05 23:25:09 GMT 2014","2014/12/05 23:28:10 +0000","","","139","100% (100/100)","100% (33/33)","0% (0/0)","an agent manipulates an instrument in order to achieve a purpose.","put into service; make work or employ for a particular purpose or for its inherent or natural purpose;","because there is a gap in bulb b","Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap","because bulb a is contained within the same closed path as the battery","Bulb A was still contained in the same closed path with the battery.","Burnt bulbs have no voltage at one of there terminals.","A non-zero voltage means that the terminals are not connected.","the closed path is connected to the light bulb","Bulb A was still contained in the same closed path with the battery.","(2) Not equivalent, but share some details.","(3) Roughly equivalent, but some important information differs/missing.","(5) Completely equivalent, as they mean the same thing.","(2) Not equivalent, but share some details.","(4) Mostly equivalent, but some unimportant details differ.","","","","",""
"3HJ1EVZS2OXVETIA1AQ6LB6QH5Z3RC","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Dec 03 10:43:25 GMT 2014","2","BatchId:1755042;","1800","172800","Wed Dec 10 10:43:25 GMT 2014","","","3ND9UOO81LGJODNEWC9DSG379GCLW4","A37WXDYYT7RCZ0","Approved","Thu Dec 04 00:09:16 GMT 2014","Thu Dec 04 00:24:35 GMT 2014","Sat Dec 06 00:24:35 GMT 2014","2014/12/06 00:28:10 +0000","","","919","100% (80/80)","100% (3/3)","0% (0/0)","circuit 5 only has 1 terminal","The battery is contained in a path which does not contain any other components","a state of exposure to harm","a state of extreme poverty.","There is a gap between the postive terminal and terminal 1","Terminal 1 and the positive terminal are separated by the gap","there is a gap in the circuit","Terminals 1 and 4 are connected","The bulb is in a closed circuit and the battery exists in that circuit","The battery in 2 is not in a closed path","(0) On different topics.","(0) On different topics.","(5) Completely equivalent, as they mean the same thing.","(0) On different topics.","(0) On different topics.","","","","",""
"3HJ1EVZS2OXVETIA1AQ6LB6QH5Z3RC","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Dec 03 10:43:25 GMT 2014","2","BatchId:1755042;","1800","172800","Wed Dec 10 10:43:25 GMT 2014","","","3S0TNUHWKUWP0034LSVJVNSGI0T8DI","A3CFNUD7VR2E1E","Approved","Wed Dec 03 20:02:26 GMT 2014","Wed Dec 03 20:03:40 GMT 2014","Fri Dec 05 20:03:40 GMT 2014","2014/12/05 20:08:10 +0000","","","74","100% (100/100)","0% (0/0)","0% (0/0)","circuit 5 only has 1 terminal","The battery is contained in a path which does not contain any other components","a state of exposure to harm","a state of extreme poverty.","There is a gap between the postive terminal and terminal 1","Terminal 1 and the positive terminal are separated by the gap","there is a gap in the circuit","Terminals 1 and 4 are connected","The bulb is in a closed circuit and the battery exists in that circuit","The battery in 2 is not in a closed path","(1) Not equivalent, but are on the same topic.","(0) On different topics.","(5) Completely equivalent, as they mean the same thing.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","","","","",""
"35NNO802AVAPPY81T6GCGX35ZQ6NI7","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Dec 03 10:43:25 GMT 2014","2","BatchId:1755042;","1800","172800","Wed Dec 10 10:43:25 GMT 2014","","","3L4D84MIL06VWX4PYSB0BYGSQ2BJHF","A2WNW8A4MOR7T7","Approved","Wed Dec 03 18:12:20 GMT 2014","Wed Dec 03 18:16:41 GMT 2014","Fri Dec 05 18:16:41 GMT 2014","2014/12/05 18:18:07 +0000","","","261","100% (100/100)","100% (33/33)","0% (0/0)","the other bulb will not light.","The damaged bulb and the other bulb must be contained in the same path","A total of 11 people were taken to hospital for treatment due to minor injuries, said London Ambulance Service.","as alleged by london ambulance service , altogether , 11 individuals were treated for mild harms and were sent to the hospital .","When a bulb is damaged it creates a gap in the circuit","a damaged bulb creates a gap","positive battery terminal is not separated by a gap from terminal 4","Terminal 4 and the positive terminal are not separated by the gap","The positive battery is separated by a gap from terminal 3.","terminal 2 is not separated from the negative battery terminal","(3) Roughly equivalent, but some important information differs/missing.","(5) Completely equivalent, as they mean the same thing.","(5) Completely equivalent, as they mean the same thing.","(5) Completely equivalent, as they mean the same thing.","(2) Not equivalent, but share some details.","","","","",""
"35NNO802AVAPPY81T6GCGX35ZQ6NI7","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Dec 03 10:43:25 GMT 2014","2","BatchId:1755042;","1800","172800","Wed Dec 10 10:43:25 GMT 2014","","","3U5NZHP4LSGRI87NT5GK8U24Z1APHE","A1SUU1QIRDZXJC","Approved","Wed Dec 03 15:40:44 GMT 2014","Wed Dec 03 15:42:07 GMT 2014","Fri Dec 05 15:42:07 GMT 2014","2014/12/05 15:43:08 +0000","","","83","100% (100/100)","0% (0/0)","0% (0/0)","the other bulb will not light.","The damaged bulb and the other bulb must be contained in the same path","A total of 11 people were taken to hospital for treatment due to minor injuries, said London Ambulance Service.","as alleged by london ambulance service , altogether , 11 individuals were treated for mild harms and were sent to the hospital .","When a bulb is damaged it creates a gap in the circuit","a damaged bulb creates a gap","positive battery terminal is not separated by a gap from terminal 4","Terminal 4 and the positive terminal are not separated by the gap","The positive battery is separated by a gap from terminal 3.","terminal 2 is not separated from the negative battery terminal","(1) Not equivalent, but are on the same topic.","(4) Mostly equivalent, but some unimportant details differ.","(5) Completely equivalent, as they mean the same thing.","(5) Completely equivalent, as they mean the same thing.","(0) On different topics.","","","","",""
