"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.statement1a","Input.statement1b","Input.statement2a","Input.statement2b","Input.statement3a","Input.statement3b","Input.statement4a","Input.statement4b","Input.statement5a","Input.statement5b","Input.__ERROR__","Answer.Q1","Answer.Q2","Answer.Q3","Answer.Q4","Answer.Q5","Answer.comment1","Answer.comment2","Answer.comment3","Answer.comment4","Answer.comment5","Approve","Reject"
"36BTXXLZ2VMGWP1E1OVPVGYWVJQ4RL","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:46:29 GMT 2014","1","BatchId:1775939;","1800","172800","Mon Jan 05 08:46:29 GMT 2015","","","3TYCR1GOTDXNI8SJ7ZTKRKXPRO8ZLD","A1G94QON7A9K0N","Submitted","Mon Dec 29 10:39:10 GMT 2014","Mon Dec 29 11:02:37 GMT 2014","Wed Dec 31 03:02:37 PST 2014","","","","1407","0% (0/0)","0% (0/0)","0% (0/0)","Smugglers in a van chased down a pickup and SUV carrying other smugglers and illegal immigrants, said Pinal County Sheriff Roger Vanderpool.","People in a van opened fire on a pickup and SUV believed to be transporting illegal immigrants, said Pinal County Sheriff Roger Vanderpool.","i somewhat remember hearing on the news on the first (or second) day after his death that the compound was completed in the summer of 2010.","in 1976 when carter signed the amnesty for those that went to canada my father tells me that he knows my stance in the past but now i should be mad as hell.","unfortunately, all it seemed to do is set a precedent for future pardons.","unfortunatly, florists really rack up the prices for funerals.","and tell them if they cannot wait how to protect themselves.","he told the the administration what they wanted to hear.","can someone talk me out of this?","and you have a problem with this?","AWS.MechanicalTurk.InsufficientFunds","(2) Not equivalent, but share some details.","(0) On different topics.","(0) On different topics.","(0) On different topics.","(0) On different topics.","","","","",""
"388FBO7JZR7BFYN6XO2F2LXTPNYYNA","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:46:29 GMT 2014","1","BatchId:1775939;","1800","172800","Mon Jan 05 08:46:29 GMT 2015","","","3OSWBBLG1FBFF14CT07BBM99AF8DXE","A2LCFORIW0NF1S","Submitted","Mon Dec 29 09:22:42 GMT 2014","Mon Dec 29 09:24:11 GMT 2014","Wed Dec 31 01:24:11 PST 2014","","","","89","100% (1/1)","100% (1/1)","100% (1/1)","cheers for that - i might buy the book.","either he has the facts right or he doesn't.","A new study, conducted in Europe, found the medicine worked just as well as an earlier disputed study, sponsored by ImClone Systems, said it did.","Doctors concluded Erbitux, the cancer drug that enmeshed ImClone Systems in an insider trading scandal, worked just as well as an earlier company-sponsored study said it did.","forty years later, i find in hindsight, that my memory is clear, but inaccurate.","mostly because i am not defending the democrats in congress.","if ""crimes begin and end with the criminal who committed them"", then why hold an entire religion accountable for the actions of 19 people.","i asked if they could tell me when the money would be in my account they said that was not possible.","not sure what specifically you're asking for, so i'll do a total dump of information.","when i have more time (tomorrow), i will provide the sources for all of this information.","AWS.MechanicalTurk.InsufficientFunds","(0) On different topics.","(4) Mostly equivalent, but some unimportant details differ.","(0) On different topics.","(0) On different topics.","(1) Not equivalent, but are on the same topic.","","","","",""
"3V8JSVE8YY47LSAT4PZWCY3KBVYEY2","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:46:29 GMT 2014","1","BatchId:1775939;","1800","172800","Mon Jan 05 08:46:29 GMT 2015","","","3OWEPKL08AQUMYPY0HHGDS8FMQW7NW","A166A2M31CW2C7","Submitted","Mon Dec 29 10:38:33 GMT 2014","Mon Dec 29 10:42:09 GMT 2014","Wed Dec 31 02:42:09 PST 2014","","","","216","100% (45/45)","100% (45/45)","100% (7/7)","so they insisted on free trade with countries like china that chop up their own citizens for transplant organs.","based on the historical record, that recovery was imminent, within a couple of months or so.","i heard about this two weeks ago.","my mum had a go at me about curtains a few weeks back.this","and the dixie chicks insulted president bush on foreign soil.","and the hunter said, ""shoot up here amongst us.","a person has a particular mental state and the ability to engage in an activity with enthusiasm, energy, and positivity.","animation and energy in action or expression;","it took the parent of martin 3 days before they got the word from the local police dept.","if you wanted a parade or a traditional memorial day ceremony there were plenty to go to.","AWS.MechanicalTurk.InsufficientFunds","(0) On different topics.","(0) On different topics.","(0) On different topics.","(1) Not equivalent, but are on the same topic.","(0) On different topics.","","","","",""
"3K2CEDRACBF9GU3CBH0GHPGE5V7MTA","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:46:29 GMT 2014","1","BatchId:1775939;","1800","172800","Mon Jan 05 08:46:29 GMT 2015","","","3QUO65DNQV2E2U16E4A429M4KBYOUU","A2LCFORIW0NF1S","Submitted","Mon Dec 29 09:49:57 GMT 2014","Mon Dec 29 09:50:38 GMT 2014","Wed Dec 31 01:50:38 PST 2014","","","","41","100% (1/1)","100% (1/1)","100% (1/1)","this makes me question what the point of the programs is at all.","which is fairly damning, since it's one of the longest running programs in the country.","it's just a false graph.","i just read about this story.","someone you aspire to (not want to be them but someone who your admire and have respect for) e.g.","i think you need to look at the valuation of your home year over year.","she continues to get death threats.","the second option would greatly slow the legislative process.","lus in this frame denote a scenario in which a client arranges to retain the services of an organization at a later date.","engage for a performance;","AWS.MechanicalTurk.InsufficientFunds","(0) On different topics.","(0) On different topics.","(0) On different topics.","(0) On different topics.","(0) On different topics.","","","","",""
"367O8HRHKGMSX41RGDVULQ3SHL94S9","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:46:29 GMT 2014","1","BatchId:1775939;","1800","172800","Mon Jan 05 08:46:29 GMT 2015","","","3BGYGHDBBYYRBB3Z8M21PDO90FJ22K","A1G94QON7A9K0N","Submitted","Mon Dec 29 10:38:47 GMT 2014","Mon Dec 29 10:59:19 GMT 2014","Wed Dec 31 02:59:19 PST 2014","","","","1232","0% (0/0)","0% (0/0)","0% (0/0)","other than you, of course.","this is of course, upsetting.","oh, i bet he can i truly hope not.","i feel you are a good man, i truly like you.","UN aid chief Amos enters Baba Amr with Red Crescent","Syria's besieged Baba Amr is deserted, Red Cross says","all things considered, it couldn't have happened more perfectly.","sometime rights come into conflict and they need to be resolved.","see how far that gets you.","you haven't answered that yet.","AWS.MechanicalTurk.InsufficientFunds","(0) On different topics.","(0) On different topics.","(1) Not equivalent, but are on the same topic.","(0) On different topics.","(0) On different topics.","","","","",""
"3FDWKV9VCNGOG7I1BMQQML2GO9EMU1","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:46:30 GMT 2014","1","BatchId:1775939;","1800","172800","Mon Jan 05 08:46:30 GMT 2015","","","3E1QT0TDFQN68BJQD6WUMK8TBB78I3","A17UXYM7D324MI","Submitted","Mon Dec 29 09:17:05 GMT 2014","Mon Dec 29 09:17:27 GMT 2014","Wed Dec 31 01:17:27 PST 2014","","","","22","100% (32/32)","100% (32/32)","0% (0/0)","other than you, of course.","this is of course, upsetting.","oh, i bet he can i truly hope not.","i feel you are a good man, i truly like you.","UN aid chief Amos enters Baba Amr with Red Crescent","Syria's besieged Baba Amr is deserted, Red Cross says","all things considered, it couldn't have happened more perfectly.","sometime rights come into conflict and they need to be resolved.","see how far that gets you.","you haven't answered that yet.","AWS.MechanicalTurk.InsufficientFunds","(0) On different topics.","(0) On different topics.","(0) On different topics.","(0) On different topics.","(0) On different topics.","","","","",""
"3JTPR5MTZSQC54SJP952ZWIW0NQK5C","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:46:30 GMT 2014","1","BatchId:1775939;","1800","172800","Mon Jan 05 08:46:30 GMT 2015","","","3C5W7UE9CG4IJVAP6T6EUCW3JTZXMF","A17UXYM7D324MI","Submitted","Mon Dec 29 09:22:31 GMT 2014","Mon Dec 29 09:22:56 GMT 2014","Wed Dec 31 01:22:56 PST 2014","","","","25","100% (32/32)","100% (32/32)","0% (0/0)","reassured us that, it is very normal for first time moms go over due dates and need inductions.","that lasted about six months until i found myself for the first time out of composure, calm, and ideas in the air.","yes, america does not do all that it can to relieve global warming, but then who does?","then, that there was nothing economically that we could do about the greenhouse gases.","i'm shocked he was even elected...","i hope it works out in the end...","NATO US troop detained over shooting of Afghan civilians","U.S. says saddened by shooting on Afghan civilians","he still makes a good point...one","i have some good news!","AWS.MechanicalTurk.InsufficientFunds","(0) On different topics.","(1) Not equivalent, but are on the same topic.","(0) On different topics.","(3) Roughly equivalent, but some important information differs/missing.","(0) On different topics.","","","","",""
"3N2YPY1GI6CQHYFOZECC5ZZQTEWEVT","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:46:20 GMT 2014","1","BatchId:1775939;","1800","172800","Mon Jan 05 08:46:20 GMT 2015","","","3LJ7UR74RIRX3B7FYJJ9AGO5VO6N4S","A166A2M31CW2C7","Submitted","Mon Dec 29 09:55:50 GMT 2014","Mon Dec 29 09:57:32 GMT 2014","Wed Dec 31 01:57:32 PST 2014","","","","102","100% (45/45)","100% (45/45)","100% (7/7)","i stand by everything i have said on this thread.","i was in iraq, everything is hot.","that's how brainwashed they are.","that was kind of rude.","and it's not like he's even going to jail, he just got fired.","i don't write these things to judge anyone.","Mustafa Osman Ismail, the Sudanese president's advisor, confirmed today (Sunday) on the eve of the visit of a delegation from the Chinese Communist Party to Sudan, the importance of the Sudanese-Chinese relations in the political, economic and trade fields. ","Mustafa Osman Ismail, the Sudanese president's advisor, confirmed today (Sunday) on the eve of the visit of a delegation from the Chinese Communist Party to Sudan, the importance of the Sudanese-Chinese relations in the political, economic and trade fields.","i didn't read the article.","if he did, he should face charges.","AWS.MechanicalTurk.InsufficientFunds","(0) On different topics.","(0) On different topics.","(0) On different topics.","(5) Completely equivalent, as they mean the same thing.","(0) On different topics.","","","","",""
"36QZ6V1589RRE2V6VJMCYU1MGYWUSL","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:46:30 GMT 2014","1","BatchId:1775939;","1800","172800","Mon Jan 05 08:46:30 GMT 2015","","","3W2LOLRXLCT3WBOACIN6QHIBT7KRK9","A2LCFORIW0NF1S","Submitted","Mon Dec 29 10:23:58 GMT 2014","Mon Dec 29 10:25:19 GMT 2014","Wed Dec 31 02:25:19 PST 2014","","","","81","100% (1/1)","100% (1/1)","100% (1/1)","reassured us that, it is very normal for first time moms go over due dates and need inductions.","that lasted about six months until i found myself for the first time out of composure, calm, and ideas in the air.","yes, america does not do all that it can to relieve global warming, but then who does?","then, that there was nothing economically that we could do about the greenhouse gases.","i'm shocked he was even elected...","i hope it works out in the end...","NATO US troop detained over shooting of Afghan civilians","U.S. says saddened by shooting on Afghan civilians","he still makes a good point...one","i have some good news!","AWS.MechanicalTurk.InsufficientFunds","(0) On different topics.","(2) Not equivalent, but share some details.","(0) On different topics.","(1) Not equivalent, but are on the same topic.","(0) On different topics.","","","","",""
"3B623HUYJ44TG5OTSGL722JXJ74S83","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:46:30 GMT 2014","1","BatchId:1775939;","1800","172800","Mon Jan 05 08:46:30 GMT 2015","","","34X6J5FLPUC89Q3SHIYUKC8TIWJQJ9","AGJ6958FU8A4N","Submitted","Mon Dec 29 10:39:28 GMT 2014","Mon Dec 29 10:40:38 GMT 2014","Wed Dec 31 02:40:38 PST 2014","","","","70","100% (26/26)","100% (26/26)","100% (26/26)","as to the mosque genius?","as part of the process, fine.","he marries another woman.","marriage is a creation of the state...","are there no lessons learned!","is there any property involved?","me and my 2 sisters looked through her house but couldnt find one anywhere.","after camping and coming home we searched high and low and could not find them.","Two Kenyan ministers among 6 killed in plane crash","Poland honors president killed in 2010 plane crash","AWS.MechanicalTurk.InsufficientFunds","(0) On different topics.","(2) Not equivalent, but share some details.","(0) On different topics.","(4) Mostly equivalent, but some unimportant details differ.","(2) Not equivalent, but share some details.","","","","",""
