"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.statement1a","Input.statement1b","Input.statement2a","Input.statement2b","Input.statement3a","Input.statement3b","Input.statement4a","Input.statement4b","Input.statement5a","Input.statement5b","Answer.Q1","Answer.Q2","Answer.Q3","Answer.Q4","Answer.Q5","Answer.comment1","Answer.comment2","Answer.comment3","Answer.comment4","Answer.comment5","Approve","Reject"
"3EN4YVUOUC6QW36BDUOLQ093EZ1XJ5","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Jan 07 10:03:58 GMT 2015","2","BatchId:1782133;","1800","172800","Wed Jan 14 10:03:58 GMT 2015","","","37C0GNLMHGH2WMKGSDYLB9WPEJ7D6Z","A1KGCOR8OXYR72","Submitted","Wed Jan 07 10:28:49 GMT 2015","Wed Jan 07 10:30:47 GMT 2015","Fri Jan 09 02:30:47 PST 2015","","","","118","100% (44/44)","100% (27/27)","0% (0/0)","I'm facing a similar situation; being Danish and living in (German-speaking) Austria.","An alternative would be to expose her solely or additionally to Hindi in daycare.","Creatine supplements can improve your ability to perform brief, intermittant, high intensity exercises.","What you're looking to do is increase your Anaerobic threshold Here's how it works.","3 is in the set of integers but not in the set of even numbers.","This is not a mathematical argument, so no mathematical response is necessary.","Another relevant resource might be Stephen Kosslyn's Clear and to the Point.","Not surprisingly, there's a huge load of stuff you need to consider when designing things for users.","these words refer to parts merging to form a whole. (the parts may also be encoded as part_1 and part_2.) there is a symmetrical relationship between the components that undergo the process, and afterwards the parts are consumed and are no longer distinct entities that are easily discernable or separable in the whole.","a collection of things that have been combined; an assemblage of separate parts or qualities","(0) On different topics.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(0) On different topics.","(0) On different topics.","","","","",""
"3EN4YVUOUC6QW36BDUOLQ093EZ1XJ5","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Jan 07 10:03:58 GMT 2015","2","BatchId:1782133;","1800","172800","Wed Jan 14 10:03:58 GMT 2015","","","39OWYR0EPL51DQ8IP2O3I0J3P6GFYC","A166A2M31CW2C7","Submitted","Wed Jan 07 10:28:35 GMT 2015","Wed Jan 07 10:31:09 GMT 2015","Fri Jan 09 02:31:09 PST 2015","","","","154","100% (81/81)","100% (81/81)","0% (0/0)","I'm facing a similar situation; being Danish and living in (German-speaking) Austria.","An alternative would be to expose her solely or additionally to Hindi in daycare.","Creatine supplements can improve your ability to perform brief, intermittant, high intensity exercises.","What you're looking to do is increase your Anaerobic threshold Here's how it works.","3 is in the set of integers but not in the set of even numbers.","This is not a mathematical argument, so no mathematical response is necessary.","Another relevant resource might be Stephen Kosslyn's Clear and to the Point.","Not surprisingly, there's a huge load of stuff you need to consider when designing things for users.","these words refer to parts merging to form a whole. (the parts may also be encoded as part_1 and part_2.) there is a symmetrical relationship between the components that undergo the process, and afterwards the parts are consumed and are no longer distinct entities that are easily discernable or separable in the whole.","a collection of things that have been combined; an assemblage of separate parts or qualities","(0) On different topics.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(0) On different topics.","(0) On different topics.","","","","",""
"3WJGKMRWVINPQJVOC26N9PTG8XHDC6","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Jan 07 10:03:58 GMT 2015","2","BatchId:1782133;","1800","172800","Wed Jan 14 10:03:58 GMT 2015","","","3G5W44VEU8WC7LFWW7TURD44S66KGK","A1KGCOR8OXYR72","Submitted","Wed Jan 07 10:31:39 GMT 2015","Wed Jan 07 10:32:50 GMT 2015","Fri Jan 09 02:32:50 PST 2015","","","","71","100% (44/44)","100% (27/27)","0% (0/0)","an agent manipulates an instrument in order to achieve a purpose.","put into service; make work or employ for a particular purpose or for its inherent or natural purpose;","I think it is still feasible to store seeds until the next year.","I haven't tried storing tomato seeds myself, but I have tried to store pepper seeds (and they are closely related).","I have the 35mm 1.8 and the 50mm 1.4 - and for people wanting thier 1st fixed prime I always point them at the 35mm 1.8 1st.","Only when we consider all these factors do we come up with a 'normal' focal length value of about 50mm.","Diet management of iodine intake for your cat is going to be very difficult with food intended for human consumption.","Science Hills now do a dry and wet food diet that is iodine-free, it's called y/d.","I disagree that the moniker “most extensive” should be applied to Dorothy Jones Heydt’s language.","The most extensive Vulcan language was made by fans in the 60's, especially by linguist Dorothy Jones Heydt.","(0) On different topics.","(2) Not equivalent, but share some details.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(2) Not equivalent, but share some details.","","","","",""
"3WJGKMRWVINPQJVOC26N9PTG8XHDC6","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Jan 07 10:03:58 GMT 2015","2","BatchId:1782133;","1800","172800","Wed Jan 14 10:03:58 GMT 2015","","","3SNVL38CI56ZQ9ZRULXB1MJPUEECK2","AGMJL8K9OMU64","Submitted","Wed Jan 07 10:19:33 GMT 2015","Wed Jan 07 10:21:36 GMT 2015","Fri Jan 09 02:21:36 PST 2015","","","","123","0% (0/0)","0% (0/0)","0% (0/0)","an agent manipulates an instrument in order to achieve a purpose.","put into service; make work or employ for a particular purpose or for its inherent or natural purpose;","I think it is still feasible to store seeds until the next year.","I haven't tried storing tomato seeds myself, but I have tried to store pepper seeds (and they are closely related).","I have the 35mm 1.8 and the 50mm 1.4 - and for people wanting thier 1st fixed prime I always point them at the 35mm 1.8 1st.","Only when we consider all these factors do we come up with a 'normal' focal length value of about 50mm.","Diet management of iodine intake for your cat is going to be very difficult with food intended for human consumption.","Science Hills now do a dry and wet food diet that is iodine-free, it's called y/d.","I disagree that the moniker “most extensive” should be applied to Dorothy Jones Heydt’s language.","The most extensive Vulcan language was made by fans in the 60's, especially by linguist Dorothy Jones Heydt.","(3) Roughly equivalent, but some important information differs/missing.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(2) Not equivalent, but share some details.","","","","",""
"308KJXFUJRK8ETUNEEAB8YLEBGKTA3","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Jan 07 10:03:58 GMT 2015","2","BatchId:1782133;","1800","172800","Wed Jan 14 10:03:58 GMT 2015","","","3HMIGG0U4MKSYBYVHOIX882H221Y8C","AM2W23THD4CI7","Submitted","Wed Jan 07 10:12:44 GMT 2015","Wed Jan 07 10:14:14 GMT 2015","Fri Jan 09 02:14:14 PST 2015","","","","90","100% (66/66)","100% (66/66)","0% (0/0)","I think it predominately depends on how you are accessing the other university's resources.","I would not explicitly acknowledge people who have helped you access papers that you don't have access to.","In addition to Undo's fine answer, I would like to explain a bit about the motivation behind the definition.","The correct answer is 8 (Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune).","In Witness for the Defense, Elizabeth Loftus describes how police questioning can influence witnesses into recalling events that never happened.","The most interesting research is experimental work on grammatical gender and functional words (like prepositions).","Michael's answer is a very good one but I'd like to add a couple of details.","I believe this question puts the cart before the horse.","Agribusiness: Mad cow disease found in California","USDA Confirms Case of Mad Cow Disease in California","(0) On different topics.","(0) On different topics.","(0) On different topics.","(0) On different topics.","(5) Completely equivalent, as they mean the same thing.","","","","",""
"308KJXFUJRK8ETUNEEAB8YLEBGKTA3","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Jan 07 10:03:58 GMT 2015","2","BatchId:1782133;","1800","172800","Wed Jan 14 10:03:58 GMT 2015","","","3RGU30DZTBMHOB50PPRD33OO93IMJV","AGMJL8K9OMU64","Submitted","Wed Jan 07 10:22:46 GMT 2015","Wed Jan 07 10:24:11 GMT 2015","Fri Jan 09 02:24:11 PST 2015","","","","85","0% (0/0)","0% (0/0)","0% (0/0)","I think it predominately depends on how you are accessing the other university's resources.","I would not explicitly acknowledge people who have helped you access papers that you don't have access to.","In addition to Undo's fine answer, I would like to explain a bit about the motivation behind the definition.","The correct answer is 8 (Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune).","In Witness for the Defense, Elizabeth Loftus describes how police questioning can influence witnesses into recalling events that never happened.","The most interesting research is experimental work on grammatical gender and functional words (like prepositions).","Michael's answer is a very good one but I'd like to add a couple of details.","I believe this question puts the cart before the horse.","Agribusiness: Mad cow disease found in California","USDA Confirms Case of Mad Cow Disease in California","(1) Not equivalent, but are on the same topic.","(0) On different topics.","(0) On different topics.","(0) On different topics.","(3) Roughly equivalent, but some important information differs/missing.","","","","",""
"32TMVRKDGNCAEKMI2FPP4Z3R5T384I","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Jan 07 10:03:58 GMT 2015","2","BatchId:1782133;","1800","172800","Wed Jan 14 10:03:58 GMT 2015","","","337RC3OW06G69ON9624H6EKT4LYVLM","AM2W23THD4CI7","Submitted","Wed Jan 07 10:15:45 GMT 2015","Wed Jan 07 10:17:00 GMT 2015","Fri Jan 09 02:17:00 PST 2015","","","","75","100% (66/66)","100% (66/66)","0% (0/0)","The Soviet Union's invasion of Afghanistan in the late 20th century has its roots in the ""Great Game"" of the 19th century.","I think everyone who has posted here (@ihtkwot, @mgb, @Russell) have all brought up important points.","Neutered cats may, or may not, consider it less important to go outside and examine/defend their territory.","He is probably doing this to show his disapproval of you leaving for work everyday.","Most doctors do recommend rice cereal as the first food, as there is almost no worry of allergic reaction.","Eating off a spoon has to be an unusual experience for them.","Qaida leader calls for kidnap of Westerners in Egypt","Al-Qaida Leader Urges Kidnapping of Westerners","No, the orbiting rocket was not visible to the naked eye.","In the protostar stage of the Sun, it was surrounded by a (spinning) gas cloud.","(0) On different topics.","(0) On different topics.","(1) Not equivalent, but are on the same topic.","(5) Completely equivalent, as they mean the same thing.","(0) On different topics.","","","","",""
"32TMVRKDGNCAEKMI2FPP4Z3R5T384I","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Jan 07 10:03:58 GMT 2015","2","BatchId:1782133;","1800","172800","Wed Jan 14 10:03:58 GMT 2015","","","3WMINLGALCHTEWQ5IUKM78GTP2LACM","AGMJL8K9OMU64","Submitted","Wed Jan 07 10:26:50 GMT 2015","Wed Jan 07 10:28:25 GMT 2015","Fri Jan 09 02:28:25 PST 2015","","","","95","0% (0/0)","0% (0/0)","0% (0/0)","The Soviet Union's invasion of Afghanistan in the late 20th century has its roots in the ""Great Game"" of the 19th century.","I think everyone who has posted here (@ihtkwot, @mgb, @Russell) have all brought up important points.","Neutered cats may, or may not, consider it less important to go outside and examine/defend their territory.","He is probably doing this to show his disapproval of you leaving for work everyday.","Most doctors do recommend rice cereal as the first food, as there is almost no worry of allergic reaction.","Eating off a spoon has to be an unusual experience for them.","Qaida leader calls for kidnap of Westerners in Egypt","Al-Qaida Leader Urges Kidnapping of Westerners","No, the orbiting rocket was not visible to the naked eye.","In the protostar stage of the Sun, it was surrounded by a (spinning) gas cloud.","(0) On different topics.","(0) On different topics.","(1) Not equivalent, but are on the same topic.","(3) Roughly equivalent, but some important information differs/missing.","(0) On different topics.","","","","",""
"3ZXNP4Z39RZ2CEOKY2W0CG97GVSL71","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Jan 07 10:03:58 GMT 2015","2","BatchId:1782133;","1800","172800","Wed Jan 14 10:03:58 GMT 2015","","","3FTYUGLFSVZ6DIK2NUOGJ3IPIOWD5J","AGMJL8K9OMU64","Submitted","Wed Jan 07 10:28:25 GMT 2015","Wed Jan 07 10:29:39 GMT 2015","Fri Jan 09 02:29:39 PST 2015","","","","74","0% (0/0)","0% (0/0)","0% (0/0)","This sounds more like a cultural difference that is reflected in the usage of the language.","I've thought about your question for a while, and it seems a bit open-ended.","Putin Declares Victory in Russia Presidential Vote","Complaints in Russian election mount","The thing I like about Evernote is that this is all they do (for now).","Google keep is only Android and web, as far as I know.","This is an exceptionally difficult question to answer, because no-one actually knows the answer.","Are some people naturally gifted in writing, which means everyone else is doomed to mediocrity?","The one clear benefit of digital that I see is the ability to emulate color filters in software.","The most obvious, and most distinct, difference will be cost.","(0) On different topics.","(2) Not equivalent, but share some details.","(0) On different topics.","(0) On different topics.","(0) On different topics.","","","","",""
"3ZXNP4Z39RZ2CEOKY2W0CG97GVSL71","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Wed Jan 07 10:03:58 GMT 2015","2","BatchId:1782133;","1800","172800","Wed Jan 14 10:03:58 GMT 2015","","","3Z4AIRP3C7RLN6O0D7NGAK80MQ31XR","AM2W23THD4CI7","Submitted","Wed Jan 07 10:17:03 GMT 2015","Wed Jan 07 10:18:04 GMT 2015","Fri Jan 09 02:18:04 PST 2015","","","","61","100% (66/66)","100% (66/66)","0% (0/0)","This sounds more like a cultural difference that is reflected in the usage of the language.","I've thought about your question for a while, and it seems a bit open-ended.","Putin Declares Victory in Russia Presidential Vote","Complaints in Russian election mount","The thing I like about Evernote is that this is all they do (for now).","Google keep is only Android and web, as far as I know.","This is an exceptionally difficult question to answer, because no-one actually knows the answer.","Are some people naturally gifted in writing, which means everyone else is doomed to mediocrity?","The one clear benefit of digital that I see is the ability to emulate color filters in software.","The most obvious, and most distinct, difference will be cost.","(0) On different topics.","(1) Not equivalent, but are on the same topic.","(0) On different topics.","(0) On different topics.","(0) On different topics.","","","","",""
