"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.statement1a","Input.statement1b","Input.statement2a","Input.statement2b","Input.statement3a","Input.statement3b","Input.statement4a","Input.statement4b","Input.statement5a","Input.statement5b","Input.__ERROR__","Answer.Q1","Answer.Q2","Answer.Q3","Answer.Q4","Answer.Q5","Answer.comment1","Answer.comment2","Answer.comment3","Answer.comment4","Answer.comment5","Approve","Reject"
"306996CF6WYCOJN6I9QXX3MP1DC1BR","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:44:41 GMT 2014","1","BatchId:1775938;","1800","172800","Mon Jan 05 08:44:41 GMT 2015","","","3TXD01ZLD5VAY1ROVKVVOBGZ3KZ4U1","AGJ6958FU8A4N","Submitted","Mon Dec 29 10:38:19 GMT 2014","Mon Dec 29 10:39:27 GMT 2014","Wed Dec 31 02:39:27 PST 2014","","","","68","100% (26/26)","100% (26/26)","100% (26/26)","There must be a closed path and a battery.","there is a closed path containing both the bulb and a battery","There is a bulb in the circuit.","there is no closed path containing the battery","a and c are on the same closed path with the battery","A and C are in the same closed path","because an open switch creates a gap.","the open switch creates a gap","The Foreign Ministry of Democratic Korea announced on July 6 that Democratic Korea will move towards closing and sealing their nuclear constructions in Young Poon after the arrival of the first shipment of fuel oil aid.","once the democratic people 's republic of korea receives the 1st delivery of the fuel oil aid , they will move in the direction of closing down and locking up their nuclear facilities in yongbyon , democratic korea 's foreign ministry announced on the 6 of july of this year .","AWS.MechanicalTurk.InsufficientFunds","(5) Completely equivalent, as they mean the same thing.","(3) Roughly equivalent, but some important information differs/missing.","(4) Mostly equivalent, but some unimportant details differ.","(5) Completely equivalent, as they mean the same thing.","(5) Completely equivalent, as they mean the same thing.","","","","",""
"37VUR2VJ6A3VYOFCW9MS8NS7JYC1CY","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:44:41 GMT 2014","1","BatchId:1775938;","1800","172800","Mon Jan 05 08:44:41 GMT 2015","","","3FTOP5WARG2KLXYT0K4F56HB5SK0JK","AGJ6958FU8A4N","Submitted","Mon Dec 29 09:53:39 GMT 2014","Mon Dec 29 09:54:43 GMT 2014","Wed Dec 31 01:54:43 PST 2014","","","","64","100% (26/26)","100% (26/26)","100% (26/26)","the switch opens the closed circuit","there is an open path","because each bulb has its own pathway","each bulb is in its own path","All writers will come to pass *** and time will preserve what their hands have written *** so write with your hand the best of books *** which you will be happy to see on judgment day.","all writers shall cease to live * * * eternity will keep the things that they composed * * * so , make your hands create good books * * * in order for you to be pleased to encounter him at your time of rebirth .","bulbs A and B are still connected to the closed path containing the battery","If C burns out then A and B are still in a closed path with the battery","bulb C and A are contained in the same path with the battery","A and C are in different paths","AWS.MechanicalTurk.InsufficientFunds","(3) Roughly equivalent, but some important information differs/missing.","(4) Mostly equivalent, but some unimportant details differ.","(5) Completely equivalent, as they mean the same thing.","(4) Mostly equivalent, but some unimportant details differ.","(3) Roughly equivalent, but some important information differs/missing.","","","","",""
"3QD8LUVX4XCIP4RQOSKRPQQYWW5X5E","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:44:41 GMT 2014","1","BatchId:1775938;","1800","172800","Mon Jan 05 08:44:41 GMT 2015","","","3DR23U6WE6SDQQ9SKLHYS16OXVMTE5","A2LCFORIW0NF1S","Submitted","Mon Dec 29 10:40:07 GMT 2014","Mon Dec 29 10:40:44 GMT 2014","Wed Dec 31 02:40:44 PST 2014","","","","37","100% (1/1)","100% (1/1)","100% (1/1)","Becuase the damaged bulb damages the path in which is was connecte to","a damaged bulb creates a gap","Mustafa Osman Ismail, the Sudanese president's advisor, confirmed today (Sunday) on the eve of the visit of a delegation from the Chinese Communist Party to Sudan, the importance of the Sudanese-Chinese relations in the political, economic and trade fields. ","Mustafa Osman Ismail, the Sudanese president's advisor, confirmed today (Sunday) on the eve of the visit of a delegation from the Chinese Communist Party to Sudan, the importance of the Sudanese-Chinese relations in the political, economic and trade fields.","because it can have complete circuit if Zis closed and Y is open","there is a path containing A, C, Z and X","switch y and bulb a are not in the same closed path","Switch Y and bulb A are not in the same closed path","terminals 1,2,and 3 are connected to the negative terminal of the battery","Terminals 1, 2 and 3 are connected to the negative battery terminal","AWS.MechanicalTurk.InsufficientFunds","(3) Roughly equivalent, but some important information differs/missing.","(5) Completely equivalent, as they mean the same thing.","(1) Not equivalent, but are on the same topic.","(5) Completely equivalent, as they mean the same thing.","(5) Completely equivalent, as they mean the same thing.","","","","",""
"3IWA71V4TIUE88R4TBUWHW4YSRGX6U","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:44:41 GMT 2014","1","BatchId:1775938;","1800","172800","Mon Jan 05 08:44:41 GMT 2015","","","3VNL7UK1XGX5W49OFW14AJRO9W1TFN","AGJ6958FU8A4N","Submitted","Mon Dec 29 10:40:15 GMT 2014","Mon Dec 29 10:59:19 GMT 2014","Wed Dec 31 02:59:19 PST 2014","","","","1144","100% (26/26)","100% (26/26)","100% (26/26)","all writers shall cease to live * * * eternity will keep the things that they composed * * * so , make your hands create good books * * * in order for you to be pleased to encounter him at your time of rebirth .","all creators shall cease to exist , only history will save forever what their hands had prescribed . therefore , write the best your hands can offer that makes you happy in the resurrection to look at .","when the switch is the in a closed path with the bulb","When the switch and the bulb are contained in the same path","C does not effect the others, their paths are still closed","If C burns out, then A and B are still in a closed path.","because that created a gep in the circuit","a damaged bulb creates a gap","the positive battery terminal is seperated by a gap from terminal 4","Terminal 4 and the positive battery terminal are in the same electrical state","AWS.MechanicalTurk.InsufficientFunds","(5) Completely equivalent, as they mean the same thing.","(5) Completely equivalent, as they mean the same thing.","(5) Completely equivalent, as they mean the same thing.","(3) Roughly equivalent, but some important information differs/missing.","(4) Mostly equivalent, but some unimportant details differ.","","","","",""
"3X7837UUADCDDOMFC7FVQNWJHT16JF","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:44:41 GMT 2014","1","BatchId:1775938;","1800","172800","Mon Jan 05 08:44:41 GMT 2015","","","3AMYWKA6YC0T0JB5IMC1M38OHPHO6T","A2LCFORIW0NF1S","Submitted","Mon Dec 29 10:43:32 GMT 2014","Mon Dec 29 10:44:13 GMT 2014","Wed Dec 31 02:44:13 PST 2014","","","","41","100% (1/1)","100% (1/1)","100% (1/1)","a and b are still contained in a closed path with the battery.","If C burns out, then A and B are still in a closed path with the battery.","Bulb A, bulb B, and bulb C are contained in different closed paths.","A and C are in different paths","becasue the terminals 4,5, and 6 are connected to the positive terminal of the battery","Terminals 4, 5 and 6 are connected to the positive battery terminal","Al-Watan newspaper said that the religious police had been the subject of over twenty complaints in the year 2006.","al-watan declared that the devout police was the target of over 20 allegations in 2006 .","bulbs b and c were in a closed paty with the battery.","Bulb B and Bulb C were still contained in the same closed path with the battery.","AWS.MechanicalTurk.InsufficientFunds","(4) Mostly equivalent, but some unimportant details differ.","(4) Mostly equivalent, but some unimportant details differ.","(5) Completely equivalent, as they mean the same thing.","(5) Completely equivalent, as they mean the same thing.","(5) Completely equivalent, as they mean the same thing.","","","","",""
"3PKVGQTFIHYWUWFYQVJWB523QKORYS","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:44:41 GMT 2014","1","BatchId:1775938;","1800","172800","Mon Jan 05 08:44:41 GMT 2015","","","3H0W84IWBLG0ABW0GWC3SM569APERD","A2EEUQ0YY2XIU","Submitted","Mon Dec 29 09:45:26 GMT 2014","Mon Dec 29 09:46:31 GMT 2014","Wed Dec 31 01:46:31 PST 2014","","","","65","100% (19/19)","100% (19/19)","100% (17/17)","Smugglers in a van chased down a pickup and SUV carrying other smugglers and illegal immigrants, said Pinal County Sheriff Roger Vanderpool.","People in a van opened fire on a pickup and SUV believed to be transporting illegal immigrants, said Pinal County Sheriff Roger Vanderpool.","When one bulb goes out the rest go out.","each bulb is in its own path","An open switch means the circuit is not a closed path.","the path is not closed","bulb a is in the closed path","If bulb A burns out, neither B nor C is in a closed path","the battery is in the closed path.","the battery is contained in a path in which there is no bulb","AWS.MechanicalTurk.InsufficientFunds","(3) Roughly equivalent, but some important information differs/missing.","(2) Not equivalent, but share some details.","(3) Roughly equivalent, but some important information differs/missing.","(2) Not equivalent, but share some details.","(2) Not equivalent, but share some details.","","","","",""
"3ZLW647WAL9EA91PMKB5K3YI5RE23J","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:44:41 GMT 2014","1","BatchId:1775938;","1800","172800","Mon Jan 05 08:44:41 GMT 2015","","","3OLF68YTNAF0H8AF9WANFE1WL7GAFJ","A1G94QON7A9K0N","Submitted","Mon Dec 29 10:39:21 GMT 2014","Mon Dec 29 11:05:20 GMT 2014","Wed Dec 31 03:05:20 PST 2014","","","","1559","0% (0/0)","0% (0/0)","0% (0/0)","Smugglers in a van chased down a pickup and SUV carrying other smugglers and illegal immigrants, said Pinal County Sheriff Roger Vanderpool.","People in a van opened fire on a pickup and SUV believed to be transporting illegal immigrants, said Pinal County Sheriff Roger Vanderpool.","When one bulb goes out the rest go out.","each bulb is in its own path","An open switch means the circuit is not a closed path.","the path is not closed","bulb a is in the closed path","If bulb A burns out, neither B nor C is in a closed path","the battery is in the closed path.","the battery is contained in a path in which there is no bulb","AWS.MechanicalTurk.InsufficientFunds","(1) Not equivalent, but are on the same topic.","(2) Not equivalent, but share some details.","(3) Roughly equivalent, but some important information differs/missing.","(3) Roughly equivalent, but some important information differs/missing.","(4) Mostly equivalent, but some unimportant details differ.","","","","",""
"3EQPA8A374AF1Y6QECC6NLPEMXYJZJ","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:44:41 GMT 2014","1","BatchId:1775938;","1800","172800","Mon Jan 05 08:44:41 GMT 2015","","","3KIBXJ1WD680ZYWUKQ62WMD6IK1KOU","A166A2M31CW2C7","Submitted","Mon Dec 29 10:15:15 GMT 2014","Mon Dec 29 10:17:30 GMT 2014","Wed Dec 31 02:17:30 PST 2014","","","","135","100% (45/45)","100% (45/45)","100% (7/7)","there terminals are separated by a gap when the voltage jumps from 0 to 1.5.","the terminals are separated by a gap","A new study, conducted in Europe, found the medicine worked just as well as an earlier disputed study, sponsored by ImClone Systems, said it did.","Doctors concluded Erbitux, the cancer drug that enmeshed ImClone Systems in an insider trading scandal, worked just as well as an earlier company-sponsored study said it did.","because switch Y did not affect bulb and and the battery closed path","Switch Y and bulb A are not in the same closed path","switch z is closed so it still creates a complete path to the battery","there is still a closed path containing Switch Z, Switch X, Bulbs A and C and the battery","for the same reason as 3","terminal 5 is separated by a gap from the negative battery terminal","AWS.MechanicalTurk.InsufficientFunds","(3) Roughly equivalent, but some important information differs/missing.","(3) Roughly equivalent, but some important information differs/missing.","(3) Roughly equivalent, but some important information differs/missing.","(2) Not equivalent, but share some details.","(1) Not equivalent, but are on the same topic.","","","","",""
"37VUR2VJ6A3VYOFCW9MS8NS7JYCC19","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:44:41 GMT 2014","1","BatchId:1775938;","1800","172800","Mon Jan 05 08:44:41 GMT 2015","","","3FTOP5WARG2KLXYT0K4F56HB5SKJ03","AGJ6958FU8A4N","Submitted","Mon Dec 29 09:54:43 GMT 2014","Mon Dec 29 09:56:10 GMT 2014","Wed Dec 31 01:56:10 PST 2014","","","","87","100% (26/26)","100% (26/26)","100% (26/26)","there terminals are separated by a gap when the voltage jumps from 0 to 1.5.","the terminals are separated by a gap","A new study, conducted in Europe, found the medicine worked just as well as an earlier disputed study, sponsored by ImClone Systems, said it did.","Doctors concluded Erbitux, the cancer drug that enmeshed ImClone Systems in an insider trading scandal, worked just as well as an earlier company-sponsored study said it did.","because switch Y did not affect bulb and and the battery closed path","Switch Y and bulb A are not in the same closed path","switch z is closed so it still creates a complete path to the battery","there is still a closed path containing Switch Z, Switch X, Bulbs A and C and the battery","for the same reason as 3","terminal 5 is separated by a gap from the negative battery terminal","AWS.MechanicalTurk.InsufficientFunds","(4) Mostly equivalent, but some unimportant details differ.","(4) Mostly equivalent, but some unimportant details differ.","(4) Mostly equivalent, but some unimportant details differ.","(4) Mostly equivalent, but some unimportant details differ.","(0) On different topics.","","","","",""
"375VSR8FVWNWZMP3MHLFPCB5WESRZJ","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Mon Dec 29 08:44:41 GMT 2014","1","BatchId:1775938;","1800","172800","Mon Jan 05 08:44:41 GMT 2015","","","38YMOXR4MVD15SK7983B3XLAKRG6WN","A166A2M31CW2C7","Submitted","Mon Dec 29 09:48:01 GMT 2014","Mon Dec 29 09:50:39 GMT 2014","Wed Dec 31 01:50:39 PST 2014","","","","158","100% (45/45)","100% (45/45)","100% (7/7)","it breaks the closed circuit","the open switch creates a gap","The light bulb is not in a closed path","the battery is contained in a path in which there is no bulb","The negative battery terminal is seperated by a gap from terminal 1 and 2","Terminals 1 and 2 are in the same electrical state","a person has a particular mental state and the ability to engage in an activity with enthusiasm, energy, and positivity.","animation and energy in action or expression;","Bulb A and Bulb C are contained in different paths with the battery.","A and C are in different paths with the battery","AWS.MechanicalTurk.InsufficientFunds","(0) On different topics.","(2) Not equivalent, but share some details.","(2) Not equivalent, but share some details.","(2) Not equivalent, but share some details.","(3) Roughly equivalent, but some important information differs/missing.","","","","",""
